card_id,ticker,observed_quarter,target_quarter,instance_id,signature_key,native_source,driver_source,segment,relation,relation_family,category,canonical_factor,polarity,strength,confidence,persistence_hint,support_type,source_sentence_ids_json,attribution_method,attribution_anchor,affected_quarter,temporal_type,segment_share_at_observed,segment_rank_at_observed,is_forward_target_quarter,is_observed_realized,novelty_state,panel_type,archetype,source_text_sha256,source_text_char_count,public_release_status,derived_artifact_status,source_material_access_status,source_material_redistribution_status,verbatim_text_status
257d2b95ad3914d76132,AAPL,FY2019_Q2,FY2019_Q3,11e0c2a46ecc3074d99ab9b2,a9aae6135feb563899368e77,ledger_forward,claim,Apple::iPhone,BOOSTS_REVENUE_OF,macro,macro,regulation_macro,positive,medium,0.9,True,explicit,[111],explicit_segment,517cf00c74f7a4b7216e8a45,FY2019_Q3,Condition/External,0.5352236490562785,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,3ec78140abe8eeb20981b3861014264ef816c9728b8ea351f628c71df4b5bbe6,134,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
a940601b9eb7109d61dd,AAPL,FY2019_Q2,FY2019_Q3,fd67cb2456f8fda8ff6b4616,9dac06654fa0baf6d79a494a,ledger_forward,claim,Apple::iPhone,BOOSTS_REVENUE_OF,geopolitics,geopolitics,regulation_macro,positive,medium,0.9,True,explicit,[111],explicit_segment,0840a0d4f19c5484edc58a70,FY2019_Q3,Condition/External,0.5352236490562785,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,a3416befc52df2a66b404866e4f04c152f18c852ab1d04fca519df22142c81d8,156,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
1a942724b1ce13b1f487,AAPL,FY2019_Q2,FY2019_Q3,bf958db53547d5e151a73e37,57039bfcc2b31ccc762b7bd8,ledger_forward,claim,Apple::Services,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.9,False,explicit,[41],explicit_segment,a03f2c41772e6b2efe69e897,FY2019_Q3,Realized/Reporting,0.19736275101266915,2,True,False,unknown,full_mainpanel,consumer_device_ecosystem,af9a277c12d66161cb60927da1aa515395c33e48ab629a5ddd978692121596f4,147,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
a0b41c518f122d5192e0,AAPL,FY2019_Q2,FY2019_Q3,a61c45e4f5b67e617f1443d5,82b4f5de9913b2a1976ffea2,ledger_forward,event,UNKNOWN,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.95,True,,[120],unresolved,854cb5d903e1276957ded889,FY2019_Q3,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6e3390228a92c6122251c1749a119fcdae1893fb0b55075b2491c8a1e0b41499,158,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
878f39945af6f5cc2eb5,AAPL,FY2019_Q3,FY2019_Q4,554b06f3b14b1796e43a0cd2,a684865e4fbbe738864a38ff,ledger_forward+shock_forward,event,Apple::iPhone,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.95,True,,[22],explicit_tail,0e57fd00c725f76b2aded5e4,FY2019_Q4,Forecast/Guidance,0.482930364808861,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6e690c1d6fd6d9199fc61a7b22976ba5127cd709dc6691f1855377bc741cf89d,182,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
df216ab11b949742aa38,AAPL,FY2019_Q3,FY2019_Q4,da9e83e31e841e8bbf59eee8,d7aa4ed31674c4e971746c71,ledger_forward,event,UNKNOWN,BOOSTS_REVENUE_OF,macro,macro,regulation_macro,positive,medium,0.9,True,,[65],unresolved,854cb5d903e1276957ded889,FY2019_Q4,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,f83e8526c1bf0c5211033d9fbc08d101023df74543cc641227a74a8bee1fe55b,209,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
bc8c0f7d7e85fff3948e,AAPL,FY2019_Q3,FY2019_Q4,098880de6feb588e4aa1a2e6,1ec8afce14646e61987b1b5e,ledger_forward,event,UNKNOWN,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.9,True,,[65],unresolved,854cb5d903e1276957ded889,FY2019_Q4,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,f83e8526c1bf0c5211033d9fbc08d101023df74543cc641227a74a8bee1fe55b,209,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
e94fb24a5f7c2a5827e3,AAPL,FY2019_Q4,FY2020_Q1,8f9c735936a6d6c64e2fbe94,cf371391a7d66aab7bffb82a,ledger_forward+shock_forward,claim,Apple::Services,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.85,True,explicit,[56],explicit_segment,f54ea534bd504a9f91791412,FY2020_Q1,Forecast/Guidance,0.19536227357901312,2,True,False,persistent,full_mainpanel,consumer_device_ecosystem,ab494f63dbb0c383c783f11326eb323b9c33da0930954b9fc6b66623f011799b,165,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
d9a4398e39b366cda9fa,AAPL,FY2019_Q4,FY2020_Q1,f3313f13e38d2f1b4fd66052,9f0991de53e64e70a8305d8d,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,macro,macro,regulation_macro,negative,high,0.95,True,,[161],unresolved,da5fa8ea7c99d09b043049fb,FY2020_Q1,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,78e71bc55c6c35bb2baae42b34c69eee74b70861e65d928283b33e8336776d91,144,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
77282e6d3edf60f02b7f,AAPL,FY2019_Q4,FY2020_Q1,4b5f881a0a4b1ad7cf5f3796,8b483989eef6a591b834cddc,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,regulation,regulation,regulation_macro,negative,medium,0.85,True,,[191],unresolved,da5fa8ea7c99d09b043049fb,FY2020_Q1,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,7b16f884454aee82aa6b8bcb34e14a5cdd017cfe151df55ac7bafc7d2c78ce36,36,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
b5eeea128664efef81f8,AAPL,FY2019_Q4,FY2020_Q1,eee00507d17dac0ce3eb7352,a928748d99692b0462f983ca,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,pricing,pricing,pricing_margin,negative,medium,0.9,True,,[198],unresolved,da5fa8ea7c99d09b043049fb,FY2020_Q1,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,776e832cc6d811f45af003a930f9bb82770fc8ff064ce96a65a109ab33b7221f,171,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
4841d0940946758abe42,AAPL,FY2019_Q4,FY2020_Q1,9d9396cec8d118fef60064c3,219121319bf4034078ec2a83,ledger_forward+shock_forward,event,Apple::iPhone,BOOSTS_REVENUE_OF,pricing,pricing,pricing_margin,positive,medium,0.95,True,,[46],explicit_tail,0e57fd00c725f76b2aded5e4,FY2020_Q1,Forecast/Guidance,0.5209556527170518,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,73a707edda85d2f17298b4504442574d56b83fb2364504f78a2237b2cdbbf3ea,109,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
d203f4a9675d02a6d45e,AAPL,FY2020_Q1,FY2020_Q2,e7cd59623f54a4924b7cd77d,991a24dafd61d7decfba167b,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,macro,macro,regulation_macro,negative,medium,0.95,True,,[213],unresolved,854cb5d903e1276957ded889,FY2020_Q2,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,38db977548358120911289bd4333ccbfcbe4a481815df179430c41c3943300c6,95,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
37bf85b301011f837712,AAPL,FY2020_Q1,FY2020_Q2,f7fa8f0443a7d7b7104cfb1d,c44eb780a7b79a2e13da839c,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,supply,supply,supply_capacity,negative,medium,0.95,True,,[215],unresolved,854cb5d903e1276957ded889,FY2020_Q2,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,8f5f0d5be760225c1d1bedbafd8ecde2416d0d4e79800257d0162af03ae5f2dd,221,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
1b577ee72d6264ab9b6e,AAPL,FY2020_Q1,FY2020_Q2,5d995cdf0bb2742c7896b375,6e823d5f77c1c1ac39b639d6,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,demand,demand,demand,negative,medium,0.95,True,,[220],unresolved,854cb5d903e1276957ded889,FY2020_Q2,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,2ee4872e42153f05b4dd194358f3d918a2d68b3513d45fb2c407269135319c96,160,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
2a9bf2caae9d8bf7b9f3,AAPL,FY2020_Q2,FY2020_Q3,4ec66c660246ba2c899cf798,5359963365bcc8d1b2a36f93,ledger_forward+shock_forward,event,Apple::Mac,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.95,True,,[161],explicit_tail,a2ce07152d49778dc6053ec2,FY2020_Q3,Forecast/Guidance,0.09176341467597277,4,True,False,persistent,full_mainpanel,consumer_device_ecosystem,658d727863f51c4ec92e7966fbb1334b6df63e52beee12509aad4813a54acc75,97,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
d987247b409eaa63ebbe,AAPL,FY2020_Q2,FY2020_Q3,ef813e36eb65cb9aded3c396,ca595cd1959d233321162fdc,ledger_forward,claim,UNKNOWN,CONSTRAINS_PRODUCTION_OF,supply,macro,supply_capacity,negative,medium,0.9,True,explicit,[57],unresolved,,FY2020_Q3,Forecast/Guidance,,0,True,False,persistent,full_mainpanel,consumer_device_ecosystem,89f55eb0bddb8b588d9e2df7ea6dc4b6f55867fdf059820d49183bcf3ea91973,198,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
43aad3c6ad3f8cd70207,AAPL,FY2020_Q2,FY2020_Q3,edcb7bc1c8ff65f9e8dd19c4,025882134f300a4f2a8f7962,ledger_forward,event,UNKNOWN,LIMITS_REVENUE_OF,macro,macro,regulation_macro,negative,high,0.95,False,,[156],unresolved,6b9f807fe10580cd4dc872bc,FY2020_Q3,Forecast/Guidance,,0,True,False,unknown,full_mainpanel,consumer_device_ecosystem,521c604775a1dee2e68c7474a9e724655e24d144e8b54fd809f9d7a861b8a75c,118,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
d66011127f440fc4ea43,AAPL,FY2020_Q2,FY2020_Q3,b3c4d287dc6b43f44a98817f,e560bb1ce05a66b8db0c15f7,ledger_forward,event,UNKNOWN,SUPPORTS_REVENUE_OF,supply,supply,supply_capacity,mixed,medium,0.9,False,,[158],unresolved,6b9f807fe10580cd4dc872bc,FY2020_Q3,Forecast/Guidance,,0,True,False,unknown,full_mainpanel,consumer_device_ecosystem,751236549cb1dab2655fc310018dc34bcada29e27ac2909caad7174996af8381,158,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
926afc8996800f432c11,AAPL,FY2020_Q2,FY2020_Q3,40fde5775a96b2438c7b89bf,9d873b11230f6b5b81d1181b,ledger_forward+shock_forward,event,Apple::iPad,BOOSTS_REVENUE_OF,product_transition,product_transition,product_transition,positive,high,0.95,True,,[160],explicit_tail,6583147a516737e1eeb699d0,FY2020_Q3,Forecast/Guidance,0.07490611012981668,5,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6721e0afb1213c987d156657467fe1a43b7d1d21bf8b0cf84c2574b2d32a56cc,157,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
297515be65b32ec639f2,AAPL,FY2020_Q2,FY2020_Q3,eb18d8e0a7151bf366800fa8,64c60562b6744c5bffc4c016,ledger_forward+shock_forward,event,Apple::Mac,BOOSTS_REVENUE_OF,product_transition,product_transition,product_transition,positive,high,0.95,True,,[160],explicit_tail,a2ce07152d49778dc6053ec2,FY2020_Q3,Forecast/Guidance,0.09176341467597277,4,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6721e0afb1213c987d156657467fe1a43b7d1d21bf8b0cf84c2574b2d32a56cc,157,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
7bf4b8eb878ba0b5f796,AAPL,FY2020_Q2,FY2020_Q3,dd092aa1520959f3168808f8,5c081fc77809c869d82169a2,ledger_forward+shock_forward,event,Apple::iPhone,BOOSTS_REVENUE_OF,product_transition,product_transition,product_transition,positive,high,0.95,True,,[160],explicit_tail,0e57fd00c725f76b2aded5e4,FY2020_Q3,Forecast/Guidance,0.4966645516437158,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6721e0afb1213c987d156657467fe1a43b7d1d21bf8b0cf84c2574b2d32a56cc,157,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
5c10c41b1df84f0e3708,AAPL,FY2020_Q2,FY2020_Q3,f49de9990664afe2d46f7ea0,199c87b09918e866f59019ff,ledger_forward+shock_forward,event,Apple::iPhone,LIMITS_REVENUE_OF,demand,demand,demand,negative,high,0.95,True,,[161],explicit_tail,0e57fd00c725f76b2aded5e4,FY2020_Q3,Forecast/Guidance,0.4966645516437158,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,573cdd134e5b9cc2dfcfb8a3f3f93a5f6a4024ba62700dde98d9d69e0c74bf44,132,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
8923eadd689ee2484236,AAPL,FY2020_Q2,FY2020_Q3,e1c613f8e10b7d4706506d03,0e10490f2ed7126fdb403083,ledger_forward+shock_forward,event,Apple::Wearables Home and Accessories,LIMITS_REVENUE_OF,demand,demand,demand,negative,high,0.95,True,,[161],explicit_tail,f5dd39343ff9309259169e17,FY2020_Q3,Forecast/Guidance,0.10776327748529488,3,True,False,persistent,full_mainpanel,consumer_device_ecosystem,573cdd134e5b9cc2dfcfb8a3f3f93a5f6a4024ba62700dde98d9d69e0c74bf44,132,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
27fc13a035b18c06b6d7,AAPL,FY2020_Q2,FY2020_Q3,9cfbd21a750f9402f46ba6fe,26c18857b7f95793ba2f29b5,ledger_forward+shock_forward,event,Apple::iPad,BOOSTS_REVENUE_OF,demand,demand,demand,positive,medium,0.95,True,,[161],explicit_tail,6583147a516737e1eeb699d0,FY2020_Q3,Forecast/Guidance,0.07490611012981668,5,True,False,persistent,full_mainpanel,consumer_device_ecosystem,658d727863f51c4ec92e7966fbb1334b6df63e52beee12509aad4813a54acc75,97,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
dba26b59897a47999025,AAPL,FY2020_Q2,FY2020_Q3,c489cff69577087b58933ae7,168b7d69c67109ee4ff71f61,ledger_forward+shock_forward,event,Apple::Services,LIMITS_REVENUE_OF,demand,demand,demand,negative,medium,0.95,True,,[361],explicit_tail,4ba5fa66d88fb21a0664dfca,FY2020_Q3,Forecast/Guidance,0.22890264606519986,2,True,False,persistent,full_mainpanel,consumer_device_ecosystem,6f06c3a7706dcf104de919196e6c10070d6aebe7ae2af6b70ac75ea0b6f058d4,306,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
9b3aed8f59061bc76fbe,AAPL,FY2020_Q3,FY2020_Q4,a0f974902f60363ce1d3c05f,9689cdef706b003d8c0f70ba,ledger_forward+shock_forward,event,Apple::iPhone,LIMITS_REVENUE_OF,supply,supply,supply_capacity,negative,medium,1.0,True,,[149],explicit_tail,0e57fd00c725f76b2aded5e4,FY2020_Q4,Forecast/Guidance,0.4426237748177934,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,59bcad1832c20bc43bbd9ed2f91d24e1443063dd15157ab88ea51962d5f48392,148,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
c3f7d2b7ce603cc90a5e,AAPL,FY2020_Q4,FY2021_Q1,1c0286684d3a054b9e9a8b8a,c54a1c7e98318d3a66440c4b,ledger_forward,claim,Apple::iPhone,DRIVES_DEMAND_FOR,demand,demand,demand,positive,high,0.98,False,explicit,[107],explicit_segment,d7efcd880eaf285fc4843a83,FY2021_Q1,Realized/Reporting,0.4087297907199604,1,True,False,unknown,full_mainpanel,consumer_device_ecosystem,3146560b732fd69f8962d6b2da9b6053e102b470dd5514d734c9632d0a67953d,51,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
810b716b6343a7ad86f6,AAPL,FY2020_Q4,FY2021_Q1,c2d288631b8e6916909b959a,1b9a449b428b1a2a0d305733,ledger_forward+shock_forward,event,Apple::iPhone,LIMITS_REVENUE_OF,supply,supply,supply_capacity,negative,high,0.95,True,,[370],explicit_tail,0e57fd00c725f76b2aded5e4,FY2021_Q1,Forecast/Guidance,0.4087297907199604,1,True,False,persistent,full_mainpanel,consumer_device_ecosystem,fa5b840494deda9b57038c4952bc09c5e932db0d217a37b9c1ea3623dd7e1f70,25,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
0783fafd0aaeaf0a8fdf,AAPL,FY2020_Q4,FY2021_Q1,fecdd327725de65db63c0cc2,f370063a0e647d34c87756c3,ledger_forward+shock_forward,event,Apple::iPad,LIMITS_REVENUE_OF,supply,supply,supply_capacity,negative,high,0.95,True,,[375],explicit_tail,6583147a516737e1eeb699d0,FY2021_Q1,Forecast/Guidance,0.10505734334909889,5,True,False,persistent,full_mainpanel,consumer_device_ecosystem,e5b44a732fb62c7ca9a0136c1437fdcdc8428deaaf92b193a0eb27100bf2c5c2,163,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
fa24e878c1824343c465,AAPL,FY2020_Q4,FY2021_Q1,36f30e827f217dfdc9440b99,1c3b1b4271bc65324b5b1a17,ledger_forward+shock_forward,event,Apple::Wearables Home and Accessories,LIMITS_REVENUE_OF,supply,supply,supply_capacity,negative,high,0.95,True,,[376],explicit_tail,f5dd39343ff9309259169e17,FY2021_Q1,Forecast/Guidance,0.12173482951559554,4,True,False,persistent,full_mainpanel,consumer_device_ecosystem,9412aef493c95d9ded15822cfd1aa7f17ea2cb5551d5af66e2622a9501081472,59,included_in_public_release,author_created_derived_post_extraction_card,not_included_mixed_public_or_provider_access,not_redistributed_no_rights_grant,withheld_hash_locator_only
