ticker,quarter,surface,pred_came_ge_v1p1_noguidance_anchor_guard_candidate
MSFT,FY2021_Q2,main_all12_topall,42497220033.8219
MSFT,FY2021_Q3,main_all12_topall,41004169594.68595
MSFT,FY2021_Q4,main_all12_topall,43761705286.81239
MSFT,FY2022_Q1,main_all12_topall,45755912685.47
MSFT,FY2022_Q2,main_all12_topall,51183608373.5884
MSFT,FY2022_Q3,main_all12_topall,50016522658.05553
MSFT,FY2022_Q4,main_all12_topall,53068296326.57654
MSFT,FY2023_Q1,main_all12_topall,51889507831.62593
MSFT,FY2023_Q2,main_all12_topall,56022805406.6096
MSFT,FY2023_Q3,main_all12_topall,52283714843.41876
MSFT,FY2023_Q4,main_all12_topall,55721005936.32403
MSFT,FY2024_Q1,main_all12_topall,57037325101.99268
MSFT,FY2024_Q2,main_all12_topall,62505058197.84923
MSFT,FY2024_Q3,main_all12_topall,62433356135.00863
MSFT,FY2024_Q4,main_all12_topall,64643754125.81102
MSFT,FY2025_Q1,main_all12_topall,66528702165.42918
MSFT,FY2025_Q2,main_all12_topall,69959922056.23944
MSFT,FY2025_Q3,main_all12_topall,69625027283.07414
MSFT,FY2025_Q4,main_all12_topall,72864040826.4524
MU,FY2019_Q1,main_all12_topall,8100000000.0
MU,FY2019_Q2,main_all12_topall,6000000000.0
MU,FY2019_Q3,main_all12_topall,4800000000.0
MU,FY2019_Q4,main_all12_topall,4500000000.0
MU,FY2020_Q1,main_all12_topall,5000000000.0
MU,FY2020_Q2,main_all12_topall,4650000000.0
MU,FY2020_Q3,main_all12_topall,4926366473.473859
MU,FY2020_Q4,main_all12_topall,6410776068.442067
MU,FY2021_Q1,main_all12_topall,5273379935.014667
MU,FY2021_Q2,main_all12_topall,6005901606.472557
MU,FY2021_Q3,main_all12_topall,7388363402.762314
MU,FY2021_Q4,main_all12_topall,8577767828.95399
MU,FY2022_Q1,main_all12_topall,7980358647.809657
MU,FY2022_Q2,main_all12_topall,7714087103.531332
MU,FY2022_Q3,main_all12_topall,9071678752.647947
MU,FY2022_Q4,main_all12_topall,7422363605.138579
MU,FY2023_Q1,main_all12_topall,4411194381.865462
MU,FY2023_Q2,main_all12_topall,3763278593.1635513
MU,FY2023_Q3,main_all12_topall,3639225208.1375937
MU,FY2023_Q4,main_all12_topall,3927217188.339037
MU,FY2024_Q1,main_all12_topall,4478513573.7539625
MU,FY2024_Q2,main_all12_topall,5360494018.204371
MU,FY2024_Q3,main_all12_topall,6803449594.021174
MU,FY2024_Q4,main_all12_topall,7831506752.539374
MU,FY2025_Q1,main_all12_topall,8992892352.40369
MU,FY2025_Q2,main_all12_topall,7980425261.396074
MU,FY2025_Q3,main_all12_topall,8819587514.759377
MU,FY2025_Q4,main_all12_topall,11133301997.084578
NVDA,FY2019_Q1,main_all12_topall,2900000000.0
NVDA,FY2019_Q2,main_all12_topall,3100000000.0
NVDA,FY2019_Q3,main_all12_topall,3250000000.0
NVDA,FY2019_Q4,main_all12_topall,2700000000.0
NVDA,FY2020_Q1,main_all12_topall,2200000000.0
NVDA,FY2020_Q2,main_all12_topall,2550000000.0
NVDA,FY2020_Q3,main_all12_topall,2899121404.608127
NVDA,FY2020_Q4,main_all12_topall,2893979012.659841
NVDA,FY2021_Q1,main_all12_topall,3000000000.0
NVDA,FY2021_Q2,main_all12_topall,3664007731.47364
NVDA,FY2021_Q3,main_all12_topall,4434913744.006836
NVDA,FY2021_Q4,main_all12_topall,4898744041.622234
NVDA,FY2022_Q1,main_all12_topall,5593335272.098408
NVDA,FY2022_Q2,main_all12_topall,6920157487.124772
NVDA,FY2022_Q3,main_all12_topall,6850646499.933244
NVDA,FY2022_Q4,main_all12_topall,7688957350.719369
NVDA,FY2023_Q1,main_all12_topall,8474961458.696339
NVDA,FY2023_Q2,main_all12_topall,8233850324.361157
NVDA,FY2023_Q3,main_all12_topall,5146779080.531234
NVDA,FY2023_Q4,main_all12_topall,5933984556.520618
NVDA,FY2024_Q1,main_all12_topall,6667506341.457056
NVDA,FY2024_Q2,main_all12_topall,11215584829.711552
NVDA,FY2024_Q3,main_all12_topall,18709948604.19825
NVDA,FY2024_Q4,main_all12_topall,21910201813.58239
NVDA,FY2025_Q1,main_all12_topall,26019776761.793854
NVDA,FY2025_Q2,main_all12_topall,30238823953.40649
NVDA,FY2025_Q3,main_all12_topall,35516564926.895195
NVDA,FY2025_Q4,main_all12_topall,40389372515.21909
ORCL,FY2019_Q1,main_all12_topall,9370740000.0
ORCL,FY2019_Q2,main_all12_topall,9717210000.0
ORCL,FY2019_Q3,main_all12_topall,9848860000.0
ORCL,FY2019_Q4,main_all12_topall,9806280000.0
ORCL,FY2020_Q1,main_all12_topall,9193000000.0
ORCL,FY2020_Q2,main_all12_topall,9562000000.0
ORCL,FY2020_Q3,main_all12_topall,9614000000.0
ORCL,FY2020_Q4,main_all12_topall,11137000000.0
ORCL,FY2021_Q1,main_all12_topall,9218000000.0
ORCL,FY2021_Q2,main_all12_topall,9816616165.392874
ORCL,FY2021_Q3,main_all12_topall,9796000000.0
ORCL,FY2021_Q4,main_all12_topall,10910385650.48974
ORCL,FY2022_Q1,main_all12_topall,9367000000.0
ORCL,FY2022_Q2,main_all12_topall,9972700454.264938
ORCL,FY2022_Q3,main_all12_topall,10085000000.0
ORCL,FY2022_Q4,main_all12_topall,11227000000.0
ORCL,FY2023_Q1,main_all12_topall,9728000000.0
ORCL,FY2023_Q2,main_all12_topall,10360000000.0
ORCL,FY2023_Q3,main_all12_topall,10513000000.0
ORCL,FY2023_Q4,main_all12_topall,13733240000.0
ORCL,FY2024_Q1,main_all12_topall,12475050000.0
ORCL,FY2024_Q2,main_all12_topall,13011500000.0
ORCL,FY2024_Q3,main_all12_topall,13190269435.51002
ORCL,FY2024_Q4,main_all12_topall,14209600000.0
ORCL,FY2025_Q1,main_all12_topall,13200180000.0
ORCL,FY2025_Q2,main_all12_topall,13976280000.0
ORCL,FY2025_Q3,main_all12_topall,14110989243.274529
ORCL,FY2025_Q4,main_all12_topall,15572830000.000002
TSLA,FY2019_Q1,main_all12_topall,3409000000.0
TSLA,FY2019_Q2,main_all12_topall,4002000000.0
TSLA,FY2019_Q3,main_all12_topall,6939350046.824144
TSLA,FY2019_Q4,main_all12_topall,7226000000.0
TSLA,FY2020_Q1,main_all12_topall,7315115731.334465
TSLA,FY2020_Q2,main_all12_topall,6975455860.882504
TSLA,FY2020_Q3,main_all12_topall,6474746928.631306
TSLA,FY2020_Q4,main_all12_topall,7774589819.66568
TSLA,FY2021_Q1,main_all12_topall,8999018049.057117
TSLA,FY2021_Q2,main_all12_topall,10120657444.139936
TSLA,FY2021_Q3,main_all12_topall,12008089466.831076
TSLA,FY2021_Q4,main_all12_topall,14171152631.477646
TSLA,FY2022_Q1,main_all12_topall,22460782721.01735
TSLA,FY2022_Q2,main_all12_topall,21636248421.76217
TSLA,FY2022_Q3,main_all12_topall,17686973243.256973
TSLA,FY2022_Q4,main_all12_topall,24312901763.289665
TSLA,FY2023_Q1,main_all12_topall,26466557465.03888
TSLA,FY2023_Q2,main_all12_topall,23659731847.07825
TSLA,FY2023_Q3,main_all12_topall,27985196883.978085
TSLA,FY2023_Q4,main_all12_topall,25239020362.96598
TSLA,FY2024_Q1,main_all12_topall,27840221922.54232
TSLA,FY2024_Q2,main_all12_topall,22463894384.995186
TSLA,FY2024_Q3,main_all12_topall,26050699829.706554
TSLA,FY2024_Q4,main_all12_topall,26541296124.36174
TSLA,FY2025_Q1,main_all12_topall,26518564284.453884
TSLA,FY2025_Q2,main_all12_topall,22268386437.140244
TSLA,FY2025_Q3,main_all12_topall,23415282087.24761
TSLA,FY2025_Q4,main_all12_topall,27758909675.494205
